1,classical,0,1,0,0,0,0,1,1,0,3,1,0,21,1,English
1,classical,0,0,0,1,0,0,0,0,0,3,0,1,41,1,Dutch
1,classical,0,0,0,1,0,0,0,0,1,3,0,0,24,1,English
1,classical,0,0,0,0,1,0,0,0,0,3,0,0,32,0,Spanish
1,classical,0,0,0,1,1,0,0,0,0,4,0,1,21,0,English
1,classical,0,1,0,1,0,0,0,0,1,3,0,0,45,1,English
1,classical,0,0,0,0,1,0,0,0,0,4,0,1,30,0,German
1,classical,0,1,1,0,1,0,0,0,0,4,1,0,70,1,English
1,classical,0,0,0,0,1,0,1,0,0,2,1,0,60,0,English
1,classical,0,0,0,0,1,0,0,0,0,5,1,0,54,0,German
1,classical,0,0,0,1,1,0,1,0,0,4,1,0,16,1,English
1,classical,0,0,1,1,0,0,0,0,0,4,0,0,30,1,Dutch
1,classical,0,0,1,1,0,0,0,0,1,1,0,0,33,0,Russian
1,classical,0,0,0,1,1,0,0,0,1,4,0,0,16,1,Swedish
1,classical,1,0,0,0,1,0,0,0,1,3,0,0,33,0,Dutch
1,classical,0,1,0,0,0,0,0,0,0,4,0,1,41,0,English
1,classical,1,1,0,0,0,0,1,0,0,5,1,0,40,0,German
1,classical,0,0,1,0,0,0,0,0,1,5,1,0,61,0,English
1,classical,0,1,0,0,0,1,0,0,1,3,0,0,26,0,French
1,classical,1,0,0,0,1,0,0,0,0,3,0,0,22,0,Malay
1,classical,0,0,0,1,0,0,0,0,0,4,0,0,51,0,Dutch
1,classical,0,0,0,0,1,0,0,0,0,4,1,0,20,0,English
1,classical,0,0,0,0,1,0,0,0,0,4,1,0,41,1,Russian
1,classical,0,1,1,0,1,0,0,0,0,4,1,0,63,0,Dutch
1,classical,0,0,0,1,1,0,0,0,0,3,0,0,37,0,German
101,rock,0,1,0,0,1,0,0,0,0,2,0,1,15,1,English
101,rock,0,0,0,0,0,1,0,1,0,3,0,1,26,0,English
101,rock,0,0,0,0,0,1,0,0,1,5,0,1,40,0,English
101,rock,0,1,1,0,1,0,0,0,0,5,1,0,20,0,English
101,rock,0,0,0,0,0,0,0,1,0,4,0,1,26,0,Russian
101,rock,0,0,0,0,0,0,1,0,0,3,0,0,32,1,Russian
101,rock,0,0,0,1,0,0,1,0,0,4,1,0,26,1,Dutch
101,rock,0,0,1,1,0,0,0,0,0,4,0,1,22,0,English
101,rock,0,0,1,0,0,0,0,1,1,4,0,1,18,0,English
101,rock,1,0,0,0,0,0,0,1,0,4,0,0,23,0,Spanish
101,rock,0,0,1,1,0,0,0,0,1,5,0,0,21,0,English
101,rock,0,0,0,0,0,0,0,0,0,3,0,1,27,0,German
101,rock,0,0,0,0,0,0,0,0,0,3,0,1,74,0,Dutch
101,rock,0,0,0,0,0,1,0,0,0,4,0,0,44,0,French
101,rock,0,1,0,0,1,0,1,0,0,4,0,0,16,0,Russian
101,rock,0,1,1,0,0,1,0,0,0,5,1,1,23,1,English
101,rock,0,0,0,0,0,0,0,1,0,5,0,1,21,0,Russian
101,rock,0,0,0,0,0,1,0,0,1,3,0,1,34,0,Latvian
101,rock,0,0,0,1,1,0,0,0,1,3,0,1,15,0,English
101,rock,0,0,0,1,0,0,0,0,0,3,1,0,21,0,Dutch
101,rock,0,0,0,0,0,1,0,0,0,3,1,0,16,0,Chinese
101,rock,0,0,0,0,0,1,0,1,1,3,0,1,22,1,English
101,rock,0,0,0,0,0,1,0,1,0,3,0,0,29,0,Arabic
101,rock,0,0,0,0,0,0,1,0,0,3,0,1,31,0,Russian
101,rock,0,0,0,1,0,0,0,0,0,5,0,1,30,1,English
201,electronic,0,0,0,0,1,0,1,0,1,4,1,1,42,0,English
201,electronic,0,1,0,0,0,0,1,1,0,2,0,1,25,1,Russian
201,electronic,1,0,0,0,0,1,1,0,0,5,0,0,20,0,English
201,electronic,0,0,0,0,0,0,0,1,0,3,0,1,16,0,English
201,electronic,0,0,0,0,0,0,0,1,0,3,0,1,21,0,Dutch
201,electronic,0,0,0,1,1,0,0,1,0,4,0,1,19,0,English
201,electronic,0,0,0,0,1,0,1,1,0,3,0,0,19,0,English
201,electronic,0,0,0,0,0,1,1,0,0,4,1,0,18,0,English
201,electronic,0,0,0,0,0,0,0,1,1,3,0,1,20,1,English
201,electronic,0,1,0,0,0,1,1,0,0,4,1,0,22,1,Dutch
201,electronic,0,0,0,0,0,0,0,0,0,1,0,1,30,1,English
201,electronic,0,0,0,0,0,0,1,0,0,3,0,0,51,1,Lithuanian
201,electronic,0,0,0,0,0,0,0,1,0,4,0,1,20,0,English
201,electronic,0,0,0,0,0,0,0,1,0,4,0,1,16,0,Russian
201,electronic,0,0,0,0,1,0,0,0,0,3,0,0,24,0,English
201,electronic,0,0,0,0,0,1,1,1,0,5,0,1,55,0,Dutch
201,electronic,0,0,0,0,1,1,1,0,0,5,1,0,18,0,English
201,electronic,0,0,0,0,0,0,0,1,0,4,0,1,28,0,Russian
201,electronic,0,0,0,0,0,1,1,0,0,5,0,1,29,1,Dutch
201,electronic,0,0,0,0,0,0,0,1,0,3,0,1,35,0,Italian
201,electronic,1,0,0,0,0,0,0,0,0,3,0,1,16,0,Chinese
201,electronic,0,0,0,0,0,1,0,1,0,3,0,1,28,1,English
201,electronic,0,0,0,0,0,1,0,1,0,4,0,0,15,1,English
201,electronic,0,1,0,0,0,0,1,1,0,3,0,0,33,0,Russian
201,electronic,0,0,0,0,0,0,0,1,0,3,0,1,27,0,Catalan
301,pop,1,0,0,0,1,0,1,0,0,3,1,0,16,0,English
301,pop,0,0,1,0,1,0,1,0,0,3,1,0,22,0,Spanish
301,pop,0,0,0,0,1,0,0,0,0,5,0,0,20,0,English
301,pop,0,0,1,0,0,0,0,0,0,5,0,1,23,1,English
301,pop,0,1,0,1,0,0,0,1,0,3,0,1,37,0,Dutch
301,pop,0,0,1,0,0,0,0,0,0,5,1,0,44,0,English
301,pop,0,0,0,1,0,0,0,0,0,4,0,1,37,0,German
301,pop,0,0,0,1,0,1,1,0,0,4,1,0,17,1,French
301,pop,0,0,0,0,1,0,0,0,0,3,0,0,22,0,Russian
301,pop,1,0,0,1,1,0,0,0,0,2,0,1,25,1,Russian
301,pop,0,0,0,0,0,0,0,1,0,5,0,1,25,1,English
301,pop,0,0,1,1,1,0,0,0,0,4,1,0,32,0,Hindi
301,pop,0,0,0,0,0,0,1,0,0,3,1,0,16,0,Chinese
301,pop,0,0,1,1,0,0,1,0,0,3,0,0,34,0,Latvian
301,pop,0,0,0,0,0,0,0,0,1,3,0,1,21,0,Dutch
301,pop,0,0,1,1,1,0,0,0,0,3,1,0,27,0,Spanish
301,pop,0,0,0,0,1,0,1,1,0,3,0,0,26,1,Russian
301,pop,1,0,1,0,0,0,1,0,0,5,0,0,25,1,Russian
301,pop,1,0,1,0,0,0,0,0,0,4,0,0,36,0,Italian
301,pop,0,0,0,0,0,0,0,1,0,3,0,0,33,1,English
301,pop,0,0,1,0,0,0,0,0,0,3,1,0,20,0,Romanian
301,pop,0,0,0,0,0,0,0,1,0,4,0,0,32,1,Spanish
301,pop,0,0,1,0,1,0,1,0,0,5,1,0,40,0,French
301,pop,0,0,0,1,0,0,0,0,0,4,1,0,34,1,Polish
301,pop,0,0,1,1,1,0,0,0,0,3,0,1,25,1,English
